"","p1","p2","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p27","p28","p29","p30","p32","p33","p35","p36","p37","p38","p39","p41","p42","p44","p46","p47","p48","p49","p50","p51","p53","p54","p55","p56","p57","p59","p63","p64","p65","p66","p68","p70","p72","p73","p75","p76","p77","p78","p79","p80","p81","p82","p84","p85","p86","p88","p91","p92","p93","p96","p97","p99","p100","p101","p104","p106","p107","p108","p109","p113","p114","p117","p118","p119","p120","p122","p123","p124","p125","p126","p127","p129","p130","p132","p133","p134","p135","p136","p138","p140","p143","p146","p147","p150","p151","p155","p157","p158","p160","p161","p162","p163","p164","p166","p167","p168","p169","p170","p171","p172","p174","p175","p176","p177","p179","p182","p183","p184","p185","p186","p188","p190","p191","p192","p193","p194","p195","p197","p198","p199","p201","p202","p203","p205","p206","p207","p208","p209","p210","p211","p214","p215","p216","p217","p218","p219","p220","p222","p223","p224","p225","p226","p227","p228","p230","p231","p233","p234","p235","p237","p238","p239","p240","p241","p242"
"crimson-oval",1,0.0284463894967177,0.0151860288534548,0.0309119010819165,0.0210444271239283,0.016260162601626,0.0143504531722054,0.0183206106870229,0.0261136712749616,0.0283742331288344,0.0453879941434846,0.164661654135338,0.0324574961360124,0.0244625648628614,0.0158970476911431,0.035377358490566,0.0315944158706833,0.0247933884297521,0.076138147566719,0.053935860058309,0.0427892234548336,0.0396113602391629,0.0743243243243243,0.0128593040847201,0.0610510046367852,0.0348027842227378,0.0254041570438799,0.0521806853582555,0.120854826823876,0.0372300819061802,0.0446841294298921,0.0166288737717309,0.0397249809014515,0.0263736263736264,0.0286792452830189,0.0621722846441948,0.0220532319391635,0.0235920852359209,0.0262762762762763,0.0650658404337723,0.030511060259344,0.0420168067226891,0.00999231360491929,0.0107913669064748,0.0270665691294806,0.0183767228177642,0.0816479400749064,0.018140589569161,0.0385185185185185,0.0412528647822765,0.0596569724086503,0.0144596651445967,0.0543478260869565,0.0219530658591976,0.033987915407855,0.039039039039039,0.0211678832116788,0.0153491941673062,0.0186011904761905,0.0431372549019608,0.0090702947845805,0.0534236267870579,0.0224458204334365,0.04,0.0211480362537764,0.221232368225687,0.0430188679245283,0.0315078769692423,0.0657099697885196,0.0296242774566474,0.0151975683890578,0.0236406619385343,0.0380952380952381,0.0148588410104012,0.0335429769392034,0.0435114503816794,0.049373618275608,0.0453869047619048,0.012810851544838,0.0196523053665911,0.0540540540540541,0.0485952923310554,0.0503875968992248,0.0198321891685736,0.0136260408781226,0.0199556541019956,0.142402545743835,0.00677710843373494,0.0185735512630015,0.0250368188512518,0.0637480798771121,0.0112528132033008,0.00733137829912024,0.195419847328244,0.0307242136064375,0.0569715142428786,0.0123367198838897,0.0193798449612403,0.0536130536130536,0.0494752623688156,0.0349962769918094,0.032089552238806,0.0167046317388003,0.0432145564821835,0.0211002260738508,0.0189366351056082,0.0169361046959199,0.0157728706624606,0.0493545937737282,0.16238670694864,0.0448717948717949,0.0837776085300838,0.0308880308880309,0.0470588235294118,0.0330769230769231,0.0355212355212355,0.0269058295964126,0.0708841463414634,0.0537159676232524,0.0301624129930394,0.0162790697674419,0.0148478099480327,0.0215934475055845,0.0232378001549187,0.039647577092511,0.0460763138948884,0.0394345238095238,0.0248356464572681,0.0340909090909091,0.0384615384615385,0.0426829268292683,0.0724962630792227,0.0322338830584708,0.0508982035928144,0.0224806201550388,0.0391432791728213,0.0114591291061879,0.0497280497280497,0.0370644922164566,0.217391304347826,0.0287398673544584,0.0207214121258634,0.0514157973174367,0.0315315315315315,0.0166163141993958,0.0213414634146341,0.0103703703703704,0.0424107142857143,0.0443086325439267,0.0340293890177881,0.0431765612952968,0.00918133129303749,0.0403655750190404,0.0142964635063958,0.0405604719764012,0.0443609022556391,0.0555555555555556,0.0202177293934681,0.0303478904515174,0.0274809160305344,0.0195635816403311,0.0514372163388805,0.0384036144578313,0.0350877192982456,0.0511060259344012,0.138930163447251,0.0300146412884334,0.0319767441860465,0.0208655332302937,0.0466867469879518,0.0052750565184627,0.0125,0.0422222222222222,0.0258493353028065,0.0459599703484062,0.0442410373760488,0.0411271896420411,0.0366492146596859
"sunflowers",0.0284463894967177,1,0.0973451327433628,0.0828358208955224,0.00957290132547865,0.099112426035503,0.1,0.0515309932785661,0.0254957507082153,0.0903034789045152,0.0255255255255255,0.0266666666666667,0.0398839738941262,0.00942028985507246,0.0252038547071905,0.148706896551724,0.0197657393850659,0.00533130236100533,0.0178571428571429,0.0149365197908887,0.0222057735011103,0.012715033657442,0.0572267057960381,0.0207692307692308,0.0305454545454545,0.0281273131014064,0.0343593414459556,0.0346124905944319,0.025792188651437,0.0984793627805938,0.0385174418604651,0.0212765957446809,0.00875912408759124,0.0230826507818317,0.0198092443140132,0.0213864306784661,0.0146627565982405,0.0627227369921597,0.105720492396814,0.0150715900527506,0.0725388601036269,0.0376383763837638,0.0134228187919463,0.010752688172043,0.0628158844765343,0.0454206999255398,0.0567624386825508,0.0884057971014493,0.0474478792235802,0.0290780141843972,0.00941346850108617,0.0014609203798393,0.0110456553755523,0.0138282387190684,0.0390279823269514,0.0378181818181818,0.0635593220338983,0.0473760932944606,0.0632054176072235,0.00879765395894428,0.0066030814380044,0.0631178707224335,0.0393759286775631,0.0313666915608663,0.113924050632911,0.0282685512367491,0.0287660862982589,0.091324200913242,0.0153846153846154,0.0135327635327635,0.117865085248332,0.0697847067557535,0.0118715083798883,0.0223503965392934,0.00359712230215827,0.0339595375722543,0.0191458026509573,0.0212454212454212,0.0601387818041635,0.0750568612585292,0.0385989992852037,0.00150375939849624,0.017151379567487,0.0978342046303211,0.0489089541008277,0.0197368421052632,0.0316358024691358,0.133579335793358,0.0652492668621701,0.0353280461427541,0.0622683469236471,0.0197183098591549,0.0118430792005922,0.0166184971098266,0.0413642960812772,0.00819672131147541,0.0257510729613734,0.00600150037509377,0.0165413533834586,0.0756914119359534,0.013678905687545,0.0549927641099855,0.00884955752212389,0.0470242468772961,0.0664206642066421,0.101229211858279,0.0909090909090909,0.0514925373134328,0.0247632920611799,0.0208023774145617,0.0169616519174041,0.0506980161645849,0.0176860722181282,0.0192592592592593,0.102158273381295,0.0917225950782998,0.0447330447330447,0.0544518027961737,0.0437735849056604,0.049490538573508,0.0067618332081142,0.0063875088715401,0.0216138328530259,0.00734214390602056,0.00145137880986938,0.0846975088967972,0.016812865497076,0.00787965616045845,0.0610573343261355,0.0375782881002088,0.0932642487046632,0.00597014925373134,0.0406976744186047,0.035844915874177,0.0102564102564103,0.0656092285508291,0.0111441307578009,0.0487627365356623,0.0278969957081545,0.0139398385913426,0.0568265682656827,0.020470053070508,0.0183553597650514,0.0113722517058378,0.0199556541019956,0.0938181818181818,0.0057929036929761,0.035740878629933,0.0398496240601504,0.00973053892215569,0.0196793002915452,0.0844748858447489,0.0602759622367465,0.00449775112443778,0.024822695035461,0.016380655226209,0.0340651021953066,0.0208034433285509,0.0853217642805495,0.0733812949640288,0.0647590361445783,0.0304606240713224,0.0459940652818991,0.00861450107681263,0.0223048327137546,0.0518796992481203,0.039971448965025,0.0353025936599424,0.0191864927091328,0.0555149744338934,0.0194756554307116,0.0836972343522562,0.0240112994350282,0.0216919739696312,0.0288732394366197,0.0807547169811321,0.0285923753665689,0.0573394495412844
"lonely-cabin",0.0151860288534548,0.0973451327433628,1,0.100890207715134,0.0418809698750918,0.157776108189331,0.108433734939759,0.0417933130699088,0.053639846743295,0.102719033232628,0.0278796771826853,0.0336503291880029,0.0737226277372263,0.0138355111452729,0.0382308845577211,0.120836560805577,0.0102941176470588,0.0283370618941089,0.0261389096340553,0.0104633781763827,0.0633962264150943,0.0183553597650514,0.0133729569093611,0.0870848708487085,0.022962962962963,0.0284834488067744,0.040500736377025,0.0274181264280274,0.0251141552511416,0.0707831325301205,0.0841189267585207,0.0438461538461538,0.0248356464572681,0.0249810749432248,0.021986353297953,0.0151400454201363,0.0239520958083832,0.0748148148148148,0.119524870081663,0.0118430792005922,0.0660727542687454,0.0336906584992343,0.0465465465465465,0.0501497005988024,0.0673499267935578,0.0454545454545455,0.0263543191800878,0.0664697193500739,0.0294117647058824,0.0422641509433962,0.00813609467455621,0.00673652694610778,0.0106544901065449,0.0670596904937362,0.0480120030007502,0.0309734513274336,0.128550074738416,0.0570570570570571,0.0772086117297699,0.00685453160700685,0.0198968312453943,0.0531107738998483,0.0663189269746647,0.111951588502269,0.138461538461538,0.0137404580152672,0.0145482388973966,0.0611764705882353,0.0180897250361794,0.0198170731707317,0.0731523378582202,0.0328113348247576,0.0134128166915052,0.0301470588235294,0.00871459694989107,0.0877719429857464,0.0164056674123788,0.0334757834757835,0.0962850644427597,0.0910482019892885,0.049645390070922,0.025297619047619,0.0225225225225225,0.172413793103448,0.0821401657874906,0.0397897897897898,0.0276497695852535,0.139463601532567,0.125276344878408,0.119459053343351,0.0309734513274336,0.0785302593659942,0.0406804733727811,0.0302158273381295,0.0850290697674419,0.0111028867505551,0.0269259536275243,0.00854037267080745,0.0111940298507463,0.0335820895522388,0.0104011887072808,0.0584415584415584,0.0583153347732181,0.0276532137518685,0.0841546626231994,0.128705712219812,0.107142857142857,0.0985703536493604,0.0180859080633007,0.0127340823970037,0.0387481371087928,0.0167300380228137,0.0173584905660377,0.030688622754491,0.0652492668621701,0.0486526946107784,0.0323291697281411,0.0412912912912913,0.0547742413027387,0.0568535825545171,0.0143504531722054,0.0648967551622419,0.0142109199700823,0.00612557427258806,0.012292118582791,0.0982745686421605,0.0115858073859522,0.0266075388026608,0.0575153374233129,0.0283582089552239,0.079388201019665,0.00662739322533137,0.0303490136570561,0.0450788880540947,0.0201643017176998,0.117029257314329,0.0345086271567892,0.0344827586206897,0.0411160058737151,0.0155096011816839,0.0697852760736196,0.0348923533778768,0.0226277372262774,0.0170542635658915,0.043972706595906,0.148567119155354,0.00228658536585366,0.0370942812982998,0.0260936300844206,0.0292532717474981,0.0341753343239227,0.12797619047619,0.0330827067669173,0.00741839762611276,0.0166666666666667,0.0216216216216216,0.0203313253012048,0.061527057079318,0.0643015521064302,0.075165806927045,0.0685840707964602,0.0143613000755858,0.0311594202898551,0.0318840579710145,0.0265352539802881,0.0193452380952381,0.0658093797276853,0.0306748466257669,0.0687789799072643,0.0217228464419476,0.0951327433628319,0.115683229813665,0.0192165558019217,0.0209895052473763,0.049079754601227,0.0353574173712529,0.0319148936170213,0.027231467473525
"crimson-mountains",0.0309119010819165,0.0828358208955224,0.100890207715134,1,0.0493446414803392,0.067516879219805,0.0519765739385066,0.0547226386806597,0.0143939393939394,0.0603127326880119,0.0178571428571429,0.0154525386313466,0.137269938650307,0.0138142747505756,0.0666173205033309,0.112612612612613,0.0201643017176998,0.0262954369682908,0.0158251695553881,0.0396643783371472,0.044512663085188,0.00519287833827893,0.0611111111111111,0.106614785992218,0.0213706705969049,0.0768627450980392,0.0302571860816944,0.018348623853211,0.0361260568793236,0.036869826937547,0.0231862378459237,0.0755589822667695,0.0448095593726662,0.0533751962323391,0.0123552123552124,0.0140515222482436,0.0404191616766467,0.160208643815201,0.0377358490566038,0.0100308641975309,0.0543396226415094,0.0191570881226054,0.0138568129330254,0.0899705014749263,0.166298749080206,0.0520275439938791,0.0212298682284041,0.0828402366863905,0.0226073850791258,0.0116618075801749,0.00504322766570605,0.0075187969924812,0.013188518231187,0.0991672975018925,0.0824587706146927,0.030791788856305,0.0586552217453505,0.0756554307116105,0.0968962906888721,0.012630014858841,0.00535987748851455,0.0667666916729182,0.0802700675168792,0.0843283582089552,0.0506230529595016,0.0433823529411765,0.0250759878419453,0.0394736842105263,0.0204081632653061,0.0137299771167048,0.216236722306525,0.0396578538102644,0.0229555236728838,0.0835777126099707,0.00653120464441219,0.0460829493087558,0.0179910044977511,0.0369822485207101,0.0512445095168375,0.0632530120481928,0.0276363636363636,0.0138142747505756,0.0296577946768061,0.0839107005388761,0.0774487471526196,0.0476545048399106,0.016496465043205,0.0438729198184569,0.0437037037037037,0.0157776108189331,0.072877535687453,0.0645161290322581,0.0112781954887218,0.0230998509687034,0.0382022471910112,0.017384731670446,0.0855018587360595,0.00807102502017756,0.0191131498470948,0.0414110429447853,0.0360029390154298,0.108149276466108,0.0544918998527246,0.0384615384615385,0.0580029368575624,0.0452224653537564,0.100853374709077,0.0682670667666917,0.036117381489842,0.0126182965299685,0.0566037735849057,0.0392156862745098,0.0093603744149766,0.0158251695553881,0.0328495034377387,0.0452147701582517,0.0257380772142316,0.0241621200311769,0.0293674698795181,0.0228310502283105,0.00316706254948535,0.0480059084194978,0.0366766467065868,0.0238473767885533,0.0147167034584253,0.0432145564821835,0.0269259536275243,0.0185902401239349,0.108796296296296,0.0722100656455142,0.113278319579895,0.00605143721633888,0.025018395879323,0.0306427503736921,0.0324283559577677,0.0954169797145004,0.0393466963622866,0.020108275328693,0.0423048869438366,0.0513011152416357,0.162876008804109,0.103626943005181,0.0269865067466267,0.0132295719844358,0.0472972972972973,0.0523985239852399,0.010989010989011,0.0259938837920489,0.0413416536661466,0.0229533282325937,0.0439137134052388,0.0617559523809524,0.0714812085482682,0.000757575757575758,0.0428044280442804,0.0142964635063958,0.0169491525423729,0.137852246763138,0.0439970171513796,0.0316027088036117,0.0931485758275597,0.034407027818448,0.040273556231003,0.0334092634776006,0.0438397581254724,0.0424908424908425,0.120317002881844,0.0300230946882217,0.0926493108728943,0.0957446808510638,0.107924528301887,0.0525914634146341,0.0244780417566595,0.0120845921450151,0.0615615615615616,0.0411585365853659,0.0285935085007728,0.0439164866810655
"reflections-of-fall",0.0210444271239283,0.00957290132547865,0.0418809698750918,0.0493446414803392,1,0.00734214390602056,0.00155884645362432,0.0104244229337305,0.013980868285504,0.00763941940412529,0.0226928895612708,0.0230998509687034,0.130813953488372,0.0772762050497322,0.0519287833827893,0.0175438596491228,0.0592592592592593,0.0824345146379045,0.0308967596081387,0.0476556495003843,0.014792899408284,0.0430656934306569,0.0121488230827639,0.153312788906009,0.0534638554216867,0.0789272030651341,0.0215934475055845,0.0415360501567398,0.00600600600600601,0.00954478707782672,0.00437636761487965,0.0502248875562219,0.0953778429933969,0.020501138952164,0.0213577421815408,0.0242468772961058,0.0825825825825826,0.0583941605839416,0.00299625468164794,0.0284615384615385,0.00613496932515337,0.0106626047220107,0.0556809631301731,0.207001522070015,0.0502283105022831,0.013353115727003,0.0312965722801788,0.0210684725357412,0.0260029717682021,0.0211800302571861,0.0308823529411765,0.107413010590015,0.0699248120300752,0.205469327420547,0.107088989441931,0.0320121951219512,0.0116703136396791,0.0463678516228748,0.0355521936459909,0.0720789074355083,0.0823015294974508,0.0489826676714393,0.0367316341829085,0.082150858849888,0.00509461426491994,0.0506230529595016,0.0180451127819549,0.00309358081979892,0.0194319880418535,0.0346070656092285,0.0593031875463306,0.018698578908003,0.0451237263464338,0.0759027266028003,0.116959064327485,0.0481400437636762,0.0147275405007364,0.0319227913882702,0.00987841945288754,0.0137719969395562,0.0182712579058327,0.0482758620689655,0.0670180722891566,0.0181132075471698,0.0486486486486487,0.0627306273062731,0.0179127725856698,0.00382555470543229,0.0087527352297593,0.0218373493975904,0.0286764705882353,0.18021978021978,0.0592105263157895,0.0320933625091174,0.0155096011816839,0.0453149001536098,0.0826149425287356,0.0700389105058366,0.0291479820627803,0.00740740740740741,0.0591357088703563,0.0930930930930931,0.17351598173516,0.0448669201520913,0.00533130236100533,0.00224215246636771,0.0311313591495824,0.0583136327817179,0.0303030303030303,0.0351533283470456,0.10932944606414,0.0150375939849624,0.0726872246696035,0.0296076980014804,0.0117733627667403,0.00744601638123604,0.0365230094959825,0.00231124807395994,0.0192450037009623,0.0144157814871017,0.0806697108066971,0.174477289113194,0.0408314773570898,0.0956325301204819,0.0882352941176471,0.028673835125448,0.0545722713864307,0.126025354213274,0.0529901589704769,0.0549777117384844,0.04106463878327,0.0212443095599393,0.0177121771217712,0.0357941834451902,0.0725190839694656,0.0443458980044346,0.159851301115242,0.0099160945842868,0.0523212969786293,0.0515463917525773,0.0360824742268041,0.141998497370398,0.0392011834319527,0.0444277108433735,0.0250552689756817,0.00666666666666667,0.0660660660660661,0.0139194139194139,0.0215613382899628,0.110015174506829,0.0295639320029564,0.00364697301239971,0.0140405616224649,0.135644310474755,0.0308039068369647,0.043171114599686,0.0112612612612613,0.222466960352423,0.0148257968865827,0.0113464447806354,0.0513595166163142,0.03023598820059,0.0147492625368732,0.132645541635962,0.0966514459665145,0.021875,0.0779985283296542,0.0119047619047619,0.209090909090909,0.0207100591715976,0.152091254752852,0.00224215246636771,0.0142247510668563,0.0287187039764359,0.10021023125438,0.012715033657442,0.0996955859969559,0.0823353293413174
"impressions-in-oil-1",0.016260162601626,0.099112426035503,0.157776108189331,0.067516879219805,0.00734214390602056,1,0.360863095238095,0.113496932515337,0.128885519332828,0.271942446043165,0.0175171363290175,0.0210368144252442,0.0304449648711944,0.00689127105666156,0.00520833333333333,0.149442379182156,0.00151630022744503,0.0202177293934681,0.0191570881226054,0.0184049079754601,0.0774336283185841,0.020470053070508,0.0191036002939015,0.022238695329874,0.0136260408781226,0.0117924528301887,0.0424766018718503,0.0185614849187935,0.0783085356303837,0.0696107784431138,0.132990448199853,0.0047244094488189,0.0122699386503067,0.0196078431372549,0.00588235294117647,0.0044477390659748,0.0136054421768707,0.0436390532544379,0.257852447041636,0.00970149253731343,0.104874446085672,0.0150602409638554,0.0267459138187221,0.00436681222707424,0.0446232626188734,0.127008416220352,0.0218181818181818,0.0467924528301887,0.0333086602516654,0.0504451038575668,0.000752445447705041,0.000734753857457752,0.00151745068285281,0.0128983308042489,0.0155210643015521,0.0201492537313433,0.208424110384895,0.0802700675168792,0.0436447166921899,0.00148367952522255,0.00863930885529158,0.0221729490022173,0.114598540145985,0.0386904761904762,0.343939393939394,0.0336826347305389,0.00305810397553517,0.128935532233883,0.0147492625368732,0.0119670905011219,0.0577223088923557,0.0308641975308642,0.00715819613457409,0.00977443609022556,0.00451467268623025,0.108208955223881,0.0205635948210206,0.0143781452192667,0.222138554216867,0.294556301267711,0.0381294964028777,0.0191599115696389,0.00362056480811007,0.247958426132145,0.148478099480327,0.0361718161266014,0.022962962962963,0.35525321239607,0.212734082397004,0.102719033232628,0.0899550224887556,0.0164403145103645,0.0210368144252442,0.0519083969465649,0.100979653353429,0.0110051357300073,0.00720980533525595,0.00158353127474268,0.000777604976671851,0.0589112602535421,0.00655021834061135,0.0167151162790698,0.0178571428571429,0.0183688464364438,0.221020092735703,0.349183818310859,0.126750184229919,0.0248062015503876,0.00808823529411765,0.0111441307578009,0.0190336749633968,0.018140589569161,0.0173323285606631,0.0302114803625378,0.0620938628158845,0.18510158013544,0.0216417910447761,0.176201372997712,0.0844009042954032,0.128676470588235,0.00600150037509377,0.020497803806735,0.00528700906344411,0.00227100681302044,0.00503597122302158,0.135469774217043,0.00832702498107494,0,0.0234493192133132,0.0222882615156018,0.0724191063174114,0,0.0154639175257732,0.0489671002295333,0.0151860288534548,0.101238164603059,0.0112359550561798,0.0612708018154312,0.0355555555555556,0.0156366344005957,0.0913012221423436,0.0090978013646702,0.00458715596330275,0.0118255728011826,0.0396767083027186,0.391592920353982,0.00296956198960653,0.0156599552572707,0.0192901234567901,0.00308880308880309,0.0177646188008882,0.424615384615385,0.0277153558052434,0.000735294117647059,0.0145032632342277,0.0121951219512195,0.016030534351145,0.00683890577507599,0.118081180811808,0.0799418604651163,0.0661654135338346,0.00827067669172932,0.0204855842185129,0.000760456273764259,0.0076103500761035,0.02494497432135,0.0287610619469027,0.0855654761904762,0.0138248847926267,0.0274765003615329,0.0209267563527653,0.412734082397004,0.00220102714600147,0.00814814814814815,0.0037037037037037,0.0828976848394324,0.003813882532418,0.0301391035548686
"impressions-in-oil-0",0.0143504531722054,0.1,0.108433734939759,0.0519765739385066,0.00155884645362432,0.360863095238095,1,0.123456790123457,0.150403521643434,0.27403156384505,0.0210297316896302,0.011441647597254,0.0116189000774593,0.0131987577639752,0.00455235204855842,0.138781804163454,0.00949598246895544,0.0127245508982036,0.0180451127819549,0.0208978328173375,0.087719298245614,0.0197869101978691,0.0242057488653555,0.0160673297628156,0.022238695329874,0.00943396226415094,0.0529801324503311,0.0216550657385924,0.0569476082004556,0.0499632623071271,0.134416543574594,0.00458715596330275,0.00815418828762046,0.0190839694656489,0.0164056674123788,0.00593471810089021,0.00958702064896755,0.0349182763744428,0.275578790141897,0.0102639296187683,0.114598540145985,0.0177332305319969,0.0239341810022438,0.00148588410104012,0.0315412186379928,0.14209726443769,0.0235210263720599,0.036055923473142,0.0287398673544584,0.0561224489795918,0.00148367952522255,0,0.0037593984962406,0.00725689404934688,0.0124269005847953,0.025887573964497,0.19150467962563,0.08,0.0690406976744186,0,0.0109011627906977,0.0211800302571861,0.0754578754578755,0.020392749244713,0.340926347760061,0.0275229357798165,0.00383435582822086,0.143401983218917,0.0346646571213263,0.0174506828528073,0.0308967596081387,0.0540540540540541,0.00506146059291396,0.0105342362678706,0.000723065798987708,0.0816944024205749,0.0367316341829085,0.0224887556221889,0.242310577644411,0.280359820089955,0.0299707602339181,0.012630014858841,0.00225733634311512,0.183141762452107,0.131835205992509,0.0362158167036216,0.0116459627329193,0.36664162283997,0.175018698578908,0.0723880597014925,0.112316034082107,0.0124450951683748,0.0208955223880597,0.0417615793470008,0.120664739884393,0.00677710843373494,0.00649819494584838,0.0015625,0.00384319754035357,0.0875643855776306,0.0182748538011696,0.0162842339008142,0.00604229607250755,0.0132841328413284,0.258468335787923,0.337252020573108,0.0866965620328849,0.0222057735011103,0.0137404580152672,0.0082150858849888,0.0105263157894737,0.0206579954093344,0.00913937547600914,0.0325757575757576,0.0504587155963303,0.219219219219219,0.0361532899493854,0.230888030888031,0.132547864506627,0.125960061443932,0.00383141762452107,0.00731528895391368,0.0066030814380044,0.00389408099688474,0.00362056480811007,0.12180889861415,0.0103244837758112,0.000741289844329133,0.0113981762917933,0.0146379044684129,0.0443609022556391,0.000738552437223043,0.0288097043214556,0.0499621498864497,0.0120937263794407,0.0768105340160936,0.00223048327137546,0.0727824109173616,0.0249266862170088,0.0101966496722505,0.0625920471281296,0.00446096654275093,0.0119670905011219,0.012810851544838,0.0433159073935773,0.378030303030303,0.00669144981412639,0.0227617602427921,0.0217391304347826,0.00076103500761035,0.0174374526156179,0.422680412371134,0.0215716486902928,0.000728332119446468,0.0227094753328113,0.00913937547600914,0.0257771038665656,0.00303720577069096,0.115297663903542,0.0822122571001495,0.0305970149253731,0.0183150183150183,0.0228951255539143,0.000742390497401633,0.00726216412490922,0.0225618631732169,0.00981873111782477,0.107880642693191,0.0052750565184627,0.0355555555555556,0.0147819660014782,0.416172106824926,0.00295639320029564,0.0169491525423729,0.00219619326500732,0.0625476735316552,0.00376222723852521,0.0296515937731653
"impressions-in-oil-2",0.0183206106870229,0.0515309932785661,0.0417933130699088,0.0547226386806597,0.0104244229337305,0.113496932515337,0.123456790123457,1,0.0497362471740769,0.0978593272171254,0.0384615384615385,0.00672143390589993,0.00775795190069822,0.0500747384155456,0.0233962264150943,0.0691823899371069,0.0317812269031781,0.0252873563218391,0.0281899109792285,0.0229709035222052,0.0494893951296151,0.0306983883346124,0.0194250194250194,0.0367474589523065,0.0204855842185129,0.0278824415975885,0.075,0.0285035629453682,0.021505376344086,0.0230998509687034,0.0480413895048041,0.0181543116490166,0.0134128166915052,0.0202808112324493,0.0238461538461538,0.0252788104089219,0.0233082706766917,0.0343773873185638,0.08649468892261,0.028594122319301,0.0714285714285714,0.0411490683229814,0.0204236006051437,0.00753012048192771,0.0275562001450326,1,0.0429864253393665,0.0317460317460317,0.0585223116313094,0.0491307634164777,0.0258358662613982,0.00766283524904215,0.0212604403948367,0.020470053070508,0.0165289256198347,0.027355623100304,0.0973837209302326,0.0537974683544304,0.0699619771863118,0.00920245398773006,0.055045871559633,0.0375766871165644,0.0706062931696086,0.027190332326284,0.118922961854899,0.0185873605947955,0.041389504804139,0.0814648729446936,0.0186150409530901,0.0480314960629921,0.0427927927927928,0.024012393493416,0.0187861271676301,0.022189349112426,0.0119047619047619,0.0354182366239638,0.0426829268292683,0.0181268882175227,0.115690527838033,0.0904836193447738,0.0284900284900285,0.0385185185185185,0.0312024353120244,0.0835284933645589,0.0544629349470499,0.0405405405405405,0.00786782061369001,0.118764845605701,0.0900967982129561,0.0482654600301659,0.054275092936803,0.0303249097472924,0.0247747747747748,0.0135135135135135,0.0363086232980333,0.0187125748502994,0.0242057488653555,0.0271132376395534,0.0297709923664122,0.0384615384615385,0.0267260579064588,0.0479505027068832,0.0183767228177642,0.0384024577572965,0.109516616314199,0.126876876876877,0.0454545454545455,0.0534171249018068,0.0121488230827639,0.0138142747505756,0.0467571644042232,0.0258620689655172,0.0290076335877863,0.0455927051671733,0.0241509433962264,0.0676691729323308,0.0393175074183976,0.0792307692307692,0.0359877488514548,0.0552995391705069,0.0299625468164794,0.0161527165932452,0.0335570469798658,0.0337519623233909,0.0246636771300448,0.0291757840991977,0.024132730015083,0.016260162601626,0.0271493212669683,0.0238450074515648,0.01885310290652,0.0146379044684129,0.0366692131398014,0.0540958268933539,0.0203125,0.0330769230769231,0.0285493827160494,0.0341614906832298,0.0477941176470588,0.00533536585365854,0.0451517394522576,0.0282131661442006,0.035377358490566,0.0436447166921899,0.0283793876026886,0.122213681783244,0.0162962962962963,0.0348101265822785,0.0369230769230769,0.0221543162719633,0.0237547892720306,0.201863354037267,0.0328125,0.0108611326609775,0.0551359516616314,0.028436018957346,0.0273972602739726,0.0180859080633007,0.0296803652968037,0.048132183908046,0.0274181264280274,0.0145705521472393,0.0351906158357771,0.018140589569161,0.0266362252663623,0.0154559505409583,0.0218023255813953,0.0881688018085908,0.0185902401239349,0.0345864661654135,0.0369549150036955,0.174471299093656,0.0493372606774669,0.0293906810035842,0.0325018896447468,0.0180109631949883,0.0161290322580645,0.0294117647058824
