"","ID","purchase","s.ahead","d.stay","s.weekd","in.weekd","out.weekd","room","adult","child","minstar","match","s.name","n.search","page","click","time"
"4897",4897,0,42,4,"Wednesday","Thursday","Monday",1,2,0,0,272,"",2,2,7,0.182222222222222
"4898",4898,0,63,4,"Wednesday","Thursday","Monday",1,2,0,40,83,"",3,3,0,0.02
"4903",4903,0,7,7,"Wednesday","Wednesday","Wednesday",1,1,0,0,272,"",1,1,0,0
"4904",4904,0,72,4,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,2,0
"4905",4905,1,46,1,"Wednesday","Monday","Tuesday",2,2,0,0,272,"",1,2,2,0
"4907",4907,0,6,7,"Wednesday","Wednesday","Wednesday",1,2,0,40,83,"",2,2,0,0.01
"4908",4908,0,1,2,"Wednesday","Friday","Sunday",1,1,0,0,272,"",1,1,0,0
"4909",4909,0,77,3,"Wednesday","Thursday","Sunday",2,2,0,30,170,"",5,5,0,0.0477777777777778
"4910",4910,0,77,3,"Wednesday","Wednesday","Saturday",1,2,0,0,272,"",1,2,0,0
"4911",4911,0,13,2,"Wednesday","Tuesday","Thursday",1,2,0,0,272,"",1,1,0,0
"4912",4912,0,8,1,"Wednesday","Friday","Saturday",1,1,0,0,272,"",1,1,0,0
"4913",4913,0,12,4,"Wednesday","Monday","Friday",1,2,0,0,272,"",5,5,0,0.0869444444444444
"4914",4914,0,67,15,"Wednesday","Sunday","Monday",1,2,0,0,272,"",9,16,13,1.61583333333333
"4916",4916,0,68,1,"Wednesday","Monday","Tuesday",1,2,0,0,272,"",2,2,0,0.0108333333333333
"4919",4919,0,49,6,"Wednesday","Thursday","Wednesday",1,2,0,0,272,"",2,2,0,0.00444444444444444
"4920",4920,0,169,5,"Wednesday","Thursday","Tuesday",1,1,0,0,272,"",2,3,0,0.0144444444444444
"4921",4921,0,12,2,"Wednesday","Tuesday","Thursday",1,1,0,50,15,"",3,3,0,0.0194444444444444
"4923",4923,0,14,6.04166666666667,"Wednesday","Thursday","Wednesday",1,1,0,0,272,"",1,2,2,0
"4925",4925,1,0,4,"Wednesday","Thursday","Monday",1,2,0,0,272,"",7,11,10,5.57916666666667
"4927",4927,0,62,1,"Wednesday","Tuesday","Wednesday",1,1,0,0,1,"Intercontinental",5,5,0,0.0269444444444444
"4928",4928,0,14,3,"Wednesday","Wednesday","Saturday",1,2,0,0,272,"",1,1,2,0
"4929",4929,0,77,2,"Wednesday","Thursday","Saturday",1,2,0,0,274,"",1,1,1,0
"4931",4931,0,75,2,"Wednesday","Monday","Wednesday",1,2,0,0,272,"",3,3,1,0.0225
"4932",4932,0,36,1,"Wednesday","Thursday","Friday",1,3,0,40,83,"",4,4,3,0.374444444444444
"4933",4933,0,76,4,"Wednesday","Tuesday","Saturday",1,2,0,50,15,"",5,5,0,0.0947222222222222
"4935",4935,0,76,5,"Wednesday","Tuesday","Sunday",1,2,0,0,272,"",2,2,0,1.3925
"4936",4936,0,37,2,"Wednesday","Saturday","Monday",1,2,0,0,274,"",2,2,0,0.00305555555555556
"4939",4939,0,43,3,"Wednesday","Friday","Monday",1,2,0,0,272,"",1,1,0,0
"4942",4942,0,2,2,"Wednesday","Saturday","Monday",1,1,0,0,0,"",2,2,0,0.00666666666666667
"4943",4943,0,13,1,"Wednesday","Wednesday","Thursday",1,1,0,0,48,"",3,3,0,0.197777777777778
"4945",4945,0,30,8,"Wednesday","Saturday","Sunday",1,2,0,0,272,"",1,1,0,0
"4948",4948,0,2,1,"Wednesday","Saturday","Sunday",1,1,0,0,48,"",3,7,2,2.54
"4949",4949,0,14,1,"Wednesday","Thursday","Friday",1,3,0,0,274,"",2,3,6,0.0025
"4951",4951,0,35,6,"Wednesday","Wednesday","Tuesday",1,2,0,0,1,"gellert",1,1,1,0
"4952",4952,0,0,4,"Wednesday","Thursday","Monday",1,2,0,0,272,"",1,1,3,0
"4953",4953,0,14,4.04166666666667,"Wednesday","Thursday","Monday",2,2,0,0,274,"",3,3,0,0.111111111111111
"4957",4957,0,2,3,"Wednesday","Friday","Monday",1,1,0,0,272,"",1,1,0,0
"4958",4958,0,79,1,"Wednesday","Saturday","Sunday",2,2,0,0,272,"",3,3,0,1.1475
"4960",4960,0,19,3,"Wednesday","Tuesday","Friday",1,2,0,0,272,"",1,2,3,0
"4962",4962,0,21,7,"Wednesday","Wednesday","Wednesday",1,2,0,0,272,"",1,1,0,0
"4963",4963,0,23,2,"Wednesday","Friday","Sunday",1,2,0,0,272,"",1,1,0,0
"4964",4964,0,43,4,"Wednesday","Friday","Tuesday",1,1,0,0,272,"",2,4,0,0.00611111111111111
"4966",4966,0,15,2,"Wednesday","Friday","Sunday",1,2,0,0,272,"",4,4,1,0.0819444444444444
"4967",4967,0,25,6,"Wednesday","Monday","Sunday",1,2,0,0,274,"",1,1,2,0
"4968",4968,0,0,2,"Wednesday","Thursday","Saturday",1,2,0,0,274,"",1,1,0,0
"4969",4969,0,137,4,"Wednesday","Sunday","Thursday",1,2,0,30,24,"",2,2,0,0.0133333333333333
"4971",4971,0,29,1,"Wednesday","Friday","Saturday",2,3,0,0,1,"queen mary",1,1,0,0
"4972",4972,0,37,2,"Wednesday","Friday","Sunday",2,2,0,0,272,"",2,7,8,0.478333333333333
"4973",4973,0,2,1,"Wednesday","Saturday","Sunday",1,1,0,0,274,"",2,28,1,0.1675
"4976",4976,0,78,2,"Wednesday","Thursday","Saturday",1,2,0,0,272,"",1,1,0,0
"4977",4977,0,45,1,"Wednesday","Saturday","Sunday",1,2,0,0,272,"",2,2,0,0.0241666666666667
"4978",4978,0,51,3,"Wednesday","Saturday","Tuesday",3,2,0,0,274,"",2,2,0,0.0416666666666667
"4979",4979,0,42,4,"Wednesday","Thursday","Monday",1,1,1,0,274,"",1,1,0,0
"4980",4980,0,6,2,"Wednesday","Wednesday","Friday",1,1,0,30,168,"",4,5,13,0.214166666666667
"4981",4981,0,99,2,"Wednesday","Friday","Sunday",1,4,0,0,272,"",1,1,0,0
"4982",4982,0,2,1,"Wednesday","Friday","Saturday",1,1,0,0,272,"",2,2,0,0.00472222222222222
"4984",4984,0,44,6,"Wednesday","Saturday","Friday",1,1,0,0,272,"",2,2,0,0.0455555555555556
"4985",4985,1,4,2,"Wednesday","Monday","Wednesday",1,1,0,0,1,"basilica",1,1,2,0
"4986",4986,0,15,3,"Wednesday","Thursday","Sunday",1,2,0,0,272,"",4,4,0,0.0372222222222222
"4988",4988,0,22,5,"Wednesday","Friday","Wednesday",2,2,0,0,2,"zara",1,1,0,0
"4989",4989,0,14,3,"Wednesday","Thursday","Sunday",2,2,0,0,274,"",7,7,1,0.1425
"4990",4990,0,1,1,"Wednesday","Friday","Saturday",1,2,0,0,269,"",4,6,2,0.677777777777778
"4995",4995,0,43,3,"Wednesday","Friday","Monday",1,1,0,0,265,"",2,2,0,0.236666666666667
"4998",4998,0,118,6,"Wednesday","Wednesday","Tuesday",1,2,0,0,274,"",1,1,0,0
"4999",4999,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5001",5001,0,55,1,"Wednesday","Tuesday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5005",5005,0,24,4,"Wednesday","Sunday","Thursday",1,2,0,0,272,"",6,8,0,1.52388888888889
"5006",5006,0,60,3,"Wednesday","Sunday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5009",5009,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5012",5012,0,76,3,"Wednesday","Tuesday","Friday",1,2,0,0,272,"",1,1,0,0
"5013",5013,0,20,4,"Wednesday","Wednesday","Sunday",1,2,0,0,1,"kempinski",1,1,0,0
"5014",5014,1,12,3,"Wednesday","Tuesday","Friday",1,2,0,40,83,"",2,2,1,0.0336111111111111
"5015",5015,1,0,2,"Wednesday","Thursday","Saturday",1,1,0,40,83,"",1,1,1,0
"5016",5016,0,170,3,"Wednesday","Friday","Monday",1,2,0,0,272,"",3,3,0,0.0177777777777778
"5022",5022,0,12,2,"Wednesday","Monday","Wednesday",1,2,0,40,272,"Four Seasons Gresham",7,7,0,0.128333333333333
"5023",5023,0,20,3,"Wednesday","Wednesday","Saturday",1,2,0,0,7,"mercure",1,1,0,0
"5024",5024,0,140,3,"Wednesday","Thursday","Sunday",2,3,0,0,272,"",3,4,0,1.30666666666667
"5032",5032,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5035",5035,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5037",5037,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,274,"",1,1,0,0
"5038",5038,0,7,2,"Wednesday","Thursday","Saturday",1,2,0,0,274,"",1,1,0,0
"5039",5039,0,5,4,"Wednesday","Monday","Friday",1,1,0,40,83,"",1,1,0,0
"5041",5041,0,44,2,"Wednesday","Saturday","Monday",1,2,0,0,274,"",2,2,0,0.0302777777777778
"5042",5042,0,28,7,"Wednesday","Wednesday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5046",5046,0,16,2.04166666666667,"Wednesday","Saturday","Monday",1,1,0,0,272,"",3,3,0,0.0111111111111111
"5049",5049,0,57,4,"Wednesday","Friday","Tuesday",1,2,0,0,272,"",1,1,0,0
"5050",5050,0,51,3,"Wednesday","Friday","Monday",1,1,0,0,272,"",2,2,0,0.0302777777777778
"5051",5051,0,169,3,"Wednesday","Friday","Monday",1,2,0,0,272,"",2,2,0,0.005
"5052",5052,0,124,4,"Wednesday","Monday","Friday",1,2,0,50,272,"",2,2,0,0.00972222222222222
"5053",5053,0,50,3,"Wednesday","Thursday","Sunday",1,1,0,0,45,"",2,4,0,0.0966666666666667
"5054",5054,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,274,"",1,2,0,0
"5057",5057,0,176,4,"Wednesday","Thursday","Monday",1,1,0,30,166,"",1,1,0,0
"5058",5058,0,41,2,"Wednesday","Tuesday","Thursday",1,1,0,0,272,"",2,2,0,0.0108333333333333
"5060",5060,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5062",5062,0,10,6,"Wednesday","Saturday","Friday",1,1,0,0,1,"Danubius Health Spa resort Helia",1,1,0,0
"5065",5065,0,16,3.04166666666667,"Wednesday","Friday","Monday",1,1,0,0,272,"",5,6,0,0.118611111111111
"5068",5068,0,8,3,"Wednesday","Friday","Monday",1,1,0,0,272,"",6,7,0,0.570555555555556
"5069",5069,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",2,2,0,0.00805555555555556
"5070",5070,0,60,1,"Wednesday","Sunday","Monday",1,2,0,0,272,"",1,1,0,0
"5072",5072,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5075",5075,1,7,4,"Wednesday","Wednesday","Sunday",1,1,0,0,272,"",8,8,1,0.593055555555556
"5076",5076,0,77,4,"Wednesday","Wednesday","Sunday",1,2,0,30,168,"",2,2,0,0.0208333333333333
"5077",5077,0,58,3,"Wednesday","Friday","Monday",1,2,0,0,272,"",1,1,0,0
"5079",5079,0,58,3,"Wednesday","Friday","Monday",1,2,0,50,15,"",1,1,0,0
"5081",5081,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5082",5082,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5083",5083,0,11,1,"Wednesday","Monday","Tuesday",2,1,1,0,274,"",1,1,1,0
"5084",5084,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5088",5088,0,42,6,"Wednesday","Wednesday","Tuesday",1,2,0,0,1,"bristol hotel",1,1,0,0
"5090",5090,1,3,2,"Wednesday","Saturday","Monday",1,2,0,0,272,"",4,5,1,5.34194444444444
"5093",5093,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,274,"",1,1,0,0
"5096",5096,0,155,3,"Wednesday","Friday","Monday",6,1,0,0,272,"",4,6,0,0.451944444444444
"5099",5099,0,106,3,"Wednesday","Friday","Monday",1,2,0,40,83,"",3,3,0,0.0330555555555556
"5100",5100,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5102",5102,0,18,3,"Wednesday","Monday","Thursday",1,2,0,0,269,"",2,2,0,0.00611111111111111
"5103",5103,0,14,2,"Wednesday","Thursday","Saturday",1,2,0,0,270,"",1,1,1,0
"5105",5105,0,121,2,"Wednesday","Friday","Sunday",1,2,0,0,272,"",4,8,0,0.89
"5107",5107,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,274,"",1,1,0,0
"5108",5108,0,6,3,"Wednesday","Wednesday","Saturday",1,2,0,0,2,"Starlight",1,1,0,0
"5110",5110,0,9,2,"Wednesday","Saturday","Monday",2,2,0,0,272,"",9,10,4,1.25833333333333
"5111",5111,0,2,1,"Wednesday","Saturday","Sunday",1,2,0,0,1,"platanus",1,1,0,0
"5112",5112,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5113",5113,0,26,2,"Wednesday","Tuesday","Thursday",1,2,0,40,83,"",3,4,1,0.111944444444444
"5114",5114,0,2,1,"Wednesday","Saturday","Sunday",1,1,0,0,272,"",2,2,0,0.00583333333333333
"5116",5116,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5117",5117,0,5,4,"Wednesday","Monday","Friday",1,1,0,0,272,"",3,4,0,0.0225
"5118",5118,0,70,2,"Wednesday","Wednesday","Friday",2,2,0,0,272,"",2,2,1,0.00972222222222222
"5119",5119,0,76,4,"Wednesday","Wednesday","Sunday",1,2,0,0,272,"",1,1,2,0
"5120",5120,0,6,3,"Wednesday","Wednesday","Saturday",1,2,0,30,168,"",1,1,0,0
"5121",5121,0,2,3,"Wednesday","Saturday","Tuesday",1,2,0,30,168,"",1,1,0,0
"5122",5122,1,80,1,"Wednesday","Sunday","Monday",1,1,0,0,1,"Danubius Health Spa Resort Helia",1,1,1,0
"5123",5123,0,69,6,"Wednesday","Wednesday","Tuesday",1,2,0,0,272,"",1,1,0,0
"5124",5124,0,2,1,"Wednesday","Friday","Saturday",1,2,0,40,83,"",1,1,1,0
"5125",5125,0,7,3,"Wednesday","Wednesday","Saturday",1,2,0,0,1,"astoria",2,2,2,0.0572222222222222
"5126",5126,0,76,3,"Wednesday","Tuesday","Friday",1,2,0,0,272,"",3,4,1,0.0269444444444444
"5127",5127,0,13,5.04166666666667,"Wednesday","Wednesday","Monday",1,2,0,30,168,"",1,1,0,0
"5128",5128,0,11,5,"Wednesday","Monday","Saturday",1,2,0,0,272,"",1,1,0,0
"5130",5130,0,3,3,"Wednesday","Sunday","Wednesday",1,1,1,0,272,"",1,1,0,0
"5132",5132,0,74,3,"Wednesday","Sunday","Wednesday",1,2,0,30,168,"",3,3,0,0.0508333333333333
"5133",5133,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,1,0
"5135",5135,0,75,4,"Wednesday","Tuesday","Saturday",1,3,0,0,272,"",2,2,2,0.0536111111111111
"5136",5136,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5138",5138,0,22,2,"Wednesday","Friday","Sunday",1,3,0,0,272,"",2,2,0,0.00916666666666667
"5139",5139,0,120,2,"Wednesday","Friday","Sunday",1,2,0,40,83,"",6,7,0,0.281944444444444
"5142",5142,0,13,1,"Wednesday","Wednesday","Thursday",1,2,0,0,1,"meridien",3,3,0,0.00472222222222222
"5143",5143,0,6,3,"Wednesday","Wednesday","Saturday",1,2,0,30,168,"",4,4,0,0.549722222222222
"5144",5144,0,77,3,"Wednesday","Wednesday","Saturday",1,2,0,0,272,"",1,1,1,0
"5145",5145,0,6,3,"Wednesday","Wednesday","Saturday",1,1,0,0,272,"",1,1,0,0
"5146",5146,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5147",5147,0,49,3,"Wednesday","Thursday","Sunday",1,2,0,50,15,"",1,1,4,0
"5148",5148,0,74,7,"Wednesday","Monday","Monday",1,2,0,0,272,"",3,3,1,0.0852777777777778
"5149",5149,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5152",5152,0,1,3,"Wednesday","Thursday","Sunday",1,2,0,0,272,"",4,4,5,0.0769444444444444
"5153",5153,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5154",5154,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5155",5155,0,24,2,"Wednesday","Saturday","Monday",1,2,0,0,272,"",2,2,0,0.115833333333333
"5156",5156,0,8,1,"Wednesday","Friday","Saturday",1,2,0,0,1,"rubi",39,39,0,0.456666666666667
"5157",5157,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5159",5159,0,16,4.04166666666667,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"5160",5160,0,22,2,"Wednesday","Friday","Sunday",1,3,0,0,51,"attila",3,4,1,0.476111111111111
"5161",5161,0,48,4,"Wednesday","Wednesday","Sunday",1,3,0,0,272,"",2,2,0,0.192777777777778
"5164",5164,0,22,3,"Wednesday","Friday","Monday",1,2,0,30,168,"",1,1,0,0
"5165",5165,0,72,2,"Wednesday","Saturday","Monday",1,2,0,0,274,"",1,1,1,0
"5166",5166,0,152,3,"Wednesday","Monday","Thursday",1,2,0,0,272,"palazzo zicky",1,1,0,0
"5168",5168,0,3,3,"Wednesday","Sunday","Wednesday",1,2,0,40,272,"novotel congress",3,3,1,0.04
"5174",5174,0,80,4,"Wednesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,1,0
"5175",5175,0,29,2,"Wednesday","Friday","Sunday",1,2,0,0,272,"",2,2,0,0.0294444444444444
"5176",5176,0,1,21,"Thursday","Saturday","Saturday",1,1,0,0,106,"",1,1,0,0
"5177",5177,0,15,2,"Thursday","Saturday","Monday",1,1,0,0,106,"",4,5,0,0.0213888888888889
"5178",5178,0,46,1,"Thursday","Monday","Tuesday",1,2,0,0,0,"Royal Solaris Cancun Resort, Marina",1,1,0,0
"5179",5179,0,8,4,"Thursday","Friday","Tuesday",1,2,0,0,106,"",2,2,0,0.0130555555555556
"5180",5180,0,9,1,"Thursday","Sunday","Monday",1,2,0,0,0,"Royal Solaris Cancun Resort, Marina",1,1,0,0
"5181",5181,0,162,4.95833333333333,"Thursday","Saturday","Thursday",1,1,0,30,72,"",2,2,6,0.0311111111111111
"5183",5183,0,42,3,"Thursday","Thursday","Sunday",1,2,0,0,106,"",2,2,1,0.00583333333333333
"5186",5186,0,98,3,"Thursday","Thursday","Sunday",1,2,0,0,106,"",4,4,1,0.0897222222222222
"5187",5187,0,76,6,"Thursday","Thursday","Wednesday",1,3,1,0,106,"",14,20,11,187.264444444444
"5188",5188,0,27,1,"Tuesday","Tuesday","Wednesday",1,1,0,0,106,"",4,4,0,309.941388888889
"5189",5189,0,3,5,"Thursday","Sunday","Friday",1,2,0,0,106,"",2,2,1,0.0025
"5190",5190,0,15,4,"Thursday","Saturday","Wednesday",1,2,0,0,106,"",1,2,4,0
"5191",5191,0,88,3,"Thursday","Tuesday","Friday",1,2,0,0,106,"",3,4,2,0.186111111111111
"5192",5192,0,163,6.95833333333333,"Thursday","Saturday","Saturday",1,1,0,0,106,"",1,1,0,0
"5194",5194,0,48,2,"Thursday","Thursday","Saturday",1,2,0,0,106,"",1,1,0,0
"5196",5196,0,52,4,"Thursday","Monday","Friday",1,2,1,0,106,"",2,2,1,0.00666666666666667
"5197",5197,0,123,7,"Thursday","Monday","Monday",1,2,2,0,106,"",1,1,0,0
"5198",5198,0,179,8,"Thursday","Tuesday","Wednesday",1,2,2,0,106,"",3,3,0,0.0141666666666667
"5200",5200,0,63,5,"Thursday","Friday","Wednesday",1,2,0,0,106,"",8,10,2,9.755
"5201",5201,0,163,4.95833333333333,"Thursday","Sunday","Friday",1,4,0,40,32,"",4,7,2,0.141666666666667
"5202",5202,0,72,5,"Thursday","Sunday","Friday",1,2,0,0,106,"",5,7,13,181.464444444444
"5203",5203,0,71,9,"Thursday","Friday","Sunday",1,2,0,0,106,"Desire",4,4,0,23.6766666666667
"5204",5204,0,7,5,"Thursday","Friday","Wednesday",1,2,0,0,106,"",12,15,3,23.1480555555556
"5206",5206,0,111,5,"Thursday","Thursday","Tuesday",1,2,2,0,106,"",4,4,1,290.216666666667
"5207",5207,1,91,5,"Thursday","Thursday","Tuesday",1,2,2,0,106,"",9,11,4,23.4211111111111
"5208",5208,0,37,4,"Thursday","Sunday","Thursday",1,2,0,0,106,"",4,5,4,0.454444444444444
"5209",5209,0,16,6,"Thursday","Sunday","Saturday",1,1,0,0,106,"",2,2,1,0.01
"5213",5213,0,30,5.04166666666667,"Thursday","Sunday","Friday",1,2,0,40,106,"iberostar",3,3,0,0.0255555555555556
"5214",5214,0,53,4,"Thursday","Monday","Friday",1,2,1,0,106,"",10,14,2,336.352222222222
"5215",5215,0,98,3,"Thursday","Thursday","Sunday",1,2,0,0,106,"",2,2,0,228.926388888889
"5216",5216,0,13,7,"Thursday","Thursday","Thursday",1,2,0,0,106,"",1,1,2,0
"5217",5217,0,75,5,"Thursday","Wednesday","Monday",1,2,0,0,106,"oasis grand",3,3,1,0.0236111111111111
"5218",5218,0,54,4,"Thursday","Wednesday","Sunday",1,2,0,0,1,"temptation",1,1,0,0
"5219",5219,0,62,5,"Thursday","Thursday","Tuesday",1,2,0,0,106,"",2,2,0,0.00472222222222222
"5220",5220,0,45,3,"Thursday","Sunday","Wednesday",2,1,1,0,106,"",10,11,10,263.366111111111
"5223",5223,0,58,6,"Thursday","Saturday","Friday",1,1,0,0,106,"",1,1,0,0
"5225",5225,0,39,5,"Thursday","Tuesday","Sunday",1,1,0,0,106,"",3,3,4,0.00277777777777778
"5227",5227,0,70,3,"Thursday","Friday","Monday",1,2,0,0,106,"",1,1,0,0
"5228",5228,0,20,7,"Thursday","Thursday","Thursday",1,2,0,0,106,"",2,2,0,0.00388888888888889
"5229",5229,0,9,7,"Thursday","Sunday","Sunday",1,1,0,0,106,"",1,1,0,0
"5230",5230,0,42,7,"Thursday","Friday","Friday",1,2,0,0,106,"",2,2,1,0.00444444444444444
"5231",5231,0,34,8,"Thursday","Thursday","Friday",1,2,0,0,106,"",1,2,0,0
"5232",5232,0,40,3,"Thursday","Tuesday","Friday",1,4,0,0,106,"",1,1,0,0
"5233",5233,0,7,3,"Thursday","Friday","Monday",1,2,0,0,106,"",1,1,0,0
"5235",5235,0,21,5,"Thursday","Thursday","Tuesday",1,2,0,0,106,"",10,10,6,334.420555555556
"5237",5237,0,2,6,"Thursday","Sunday","Saturday",2,3,0,0,106,"",4,4,2,8.57527777777778
"5238",5238,0,30,7.04166666666667,"Thursday","Sunday","Sunday",1,2,0,0,106,"",1,1,1,0
"5239",5239,0,162,6.95833333333333,"Thursday","Saturday","Saturday",1,4,0,0,106,"",2,2,0,0.00833333333333333
"5240",5240,0,13,5,"Thursday","Wednesday","Monday",1,2,0,0,106,"",1,1,0,0
"5242",5242,0,83,2,"Thursday","Thursday","Saturday",1,2,2,0,106,"",12,13,5,281.308888888889
"5243",5243,0,125,7,"Thursday","Thursday","Thursday",1,2,0,0,106,"",2,3,0,0.300277777777778
"5245",5245,0,179,5,"Thursday","Tuesday","Sunday",1,2,2,0,1,"NH",1,1,0,0
"5246",5246,0,42,3,"Thursday","Friday","Monday",1,2,0,0,106,"",2,2,0,0.292777777777778
"5248",5248,0,9,7,"Thursday","Saturday","Saturday",1,2,0,40,32,"",3,3,1,0.0363888888888889
"5249",5249,0,1,7,"Thursday","Saturday","Saturday",1,1,0,0,106,"",1,1,0,0
"5251",5251,0,79,5,"Thursday","Sunday","Friday",1,2,0,0,106,"",5,6,4,169.563055555556
"5252",5252,0,7,1,"Thursday","Friday","Saturday",1,2,0,0,106,"",4,6,5,0.257222222222222
"5255",5255,0,54,3,"Thursday","Wednesday","Saturday",1,2,0,0,106,"AVAON",28,28,3,1.80111111111111
"5256",5256,0,42,3,"Thursday","Friday","Monday",1,1,0,40,32,"",2,2,1,0.00444444444444444
"5257",5257,0,32,4,"Thursday","Monday","Friday",1,2,0,0,106,"",2,2,0,0.0188888888888889
"5258",5258,0,13,4,"Thursday","Thursday","Monday",1,2,0,0,106,"iberostar",1,1,0,0
"5260",5260,0,132,6,"Thursday","Thursday","Wednesday",1,2,0,0,106,"",2,4,1,0.00666666666666667
"5261",5261,0,85,4,"Thursday","Saturday","Wednesday",3,2,0,0,106,"",1,1,1,0
"5263",5263,0,9,1,"Thursday","Sunday","Monday",1,2,0,0,0,"Gran Melia Cancun",1,1,0,0
"5265",5265,0,122,3,"Wednesday","Sunday","Wednesday",1,2,0,0,106,"",5,5,0,146.376944444444
"5266",5266,0,6,3,"Thursday","Thursday","Sunday",1,1,0,0,106,"valentin imperial maya",3,3,0,0.0225
"5267",5267,0,49,10,"Thursday","Friday","Monday",2,2,2,0,106,"",1,1,1,0
"5268",5268,0,11,11,"Thursday","Tuesday","Saturday",1,1,0,0,106,"",2,3,5,0.209444444444444
"5270",5270,0,35,4,"Thursday","Thursday","Monday",1,2,0,50,3,"",2,2,1,0.00527777777777778
"5272",5272,0,10,7,"Thursday","Monday","Monday",1,2,0,0,106,"",2,2,1,120.361388888889
"5274",5274,0,127,1,"Thursday","Friday","Saturday",1,2,0,0,106,"Maroma beach",2,2,0,0.00916666666666667
"5275",5275,0,54,4,"Thursday","Wednesday","Sunday",1,2,2,0,106,"",1,1,2,0
"5277",5277,0,78,4,"Thursday","Friday","Tuesday",1,2,0,0,106,"",2,2,0,0.00555555555555555
"5278",5278,0,125,8,"Thursday","Thursday","Friday",1,2,0,0,106,"",1,1,0,0
"5279",5279,1,15,1,"Friday","Sunday","Monday",1,2,0,0,106,"",3,3,5,16.905
"5280",5280,0,54,5,"Friday","Thursday","Tuesday",1,2,0,0,106,"",12,13,4,35.2819444444444
"5282",5282,0,86,7,"Thursday","Saturday","Saturday",1,3,1,0,106,"",1,2,2,0
"5284",5284,0,75,4,"Thursday","Wednesday","Sunday",1,2,0,0,106,"",2,2,2,0.129444444444444
"5285",5285,0,54,7,"Thursday","Tuesday","Tuesday",1,3,0,0,32,"",8,10,14,352.958055555556
"5286",5286,0,104,4,"Thursday","Thursday","Monday",1,2,0,0,106,"",1,1,1,0
"5287",5287,0,163,4.95833333333333,"Thursday","Saturday","Thursday",1,2,0,0,106,"",3,3,2,0.0369444444444444
"5288",5288,0,1,3,"Thursday","Friday","Monday",1,1,0,0,106,"",1,1,0,0
"5292",5292,0,57,3,"Thursday","Saturday","Tuesday",1,2,0,0,106,"",1,1,1,0
"5293",5293,0,18,4,"Thursday","Tuesday","Saturday",1,2,0,0,106,"",1,1,0,0
"5294",5294,0,1,2,"Thursday","Friday","Sunday",1,2,0,0,106,"",7,7,0,220.81
"5295",5295,0,0,3,"Thursday","Friday","Monday",1,1,0,0,106,"",1,1,0,0
"5297",5297,0,66,7,"Thursday","Monday","Monday",1,2,0,0,106,"",2,3,0,0.00305555555555556
"5298",5298,0,108,4,"Saturday","Wednesday","Sunday",1,4,0,0,106,"",8,9,3,141.744722222222
"5300",5300,0,11,2,"Thursday","Tuesday","Thursday",1,1,0,0,106,"",1,1,0,0
